invoice,customer_id,order_date,country,revenue,items,products
500376,12524.0,2010-03-08 09:57:00,Germany,703.2,337,6
500377,17454.0,2010-03-08 10:05:00,United Kingdom,204.05,117,14
500378,14404.0,2010-03-08 10:15:00,United Kingdom,304.32,220,10
500379,12359.0,2010-03-08 10:15:00,Cyprus,337.74,104,19
500380,12825.0,2010-03-08 10:17:00,United Kingdom,214.82999999999998,55,10
500381,13148.0,2010-03-08 10:19:00,United Kingdom,387.24,165,26
500382,16351.0,2010-03-08 10:32:00,United Kingdom,224.94,204,13
500383,12986.0,2010-03-08 10:41:00,United Kingdom,456.85,133,9
500384,17740.0,2010-03-08 10:45:00,United Kingdom,50.400000000000006,24,2
500385,14290.0,2010-03-08 10:49:00,United Kingdom,514.48,148,15
500386,14160.0,2010-03-08 10:58:00,United Kingdom,308.4,216,4
500389,16029.0,2010-03-08 11:26:00,United Kingdom,2133.16,780,10
500399,17325.0,2010-03-08 11:31:00,United Kingdom,101.89999999999999,102,8
500400,16754.0,2010-03-08 11:32:00,United Kingdom,2394.0,980,9
500425,13798.0,2010-03-08 11:58:00,United Kingdom,343.35,93,4
500428,13157.0,2010-03-08 11:59:00,United Kingdom,193.2,132,12
500448,17857.0,2010-03-08 12:09:00,United Kingdom,468.0,650,2
500449,17542.0,2010-03-08 12:08:00,United Kingdom,158.3,185,34
500450,16013.0,2010-03-08 12:10:00,United Kingdom,651.1800000000001,182,3
500451,16013.0,2010-03-08 12:13:00,United Kingdom,127.5,50,1
500452,16422.0,2010-03-08 12:15:00,United Kingdom,339.36,360,4
500453,17542.0,2010-03-08 12:17:00,United Kingdom,11.8,4,4
500454,15538.0,2010-03-08 12:18:00,United Kingdom,1095.0,460,2
500455,12514.0,2010-03-08 12:18:00,Italy,580.08,400,33
500456,13497.0,2010-03-08 12:19:00,United Kingdom,232.64000000000001,116,13
500457,17960.0,2010-03-08 12:22:00,United Kingdom,10.9,2,2
500458,16628.0,2010-03-08 12:24:00,United Kingdom,78.0,40,4
500459,13004.0,2010-03-08 12:25:00,United Kingdom,309.26,180,21
500460,18170.0,2010-03-08 12:33:00,United Kingdom,313.2,48,8
500476,15719.0,2010-03-08 12:45:00,United Kingdom,323.02,127,40
500493,17289.0,2010-03-08 12:52:00,United Kingdom,47.79,15,9
500495,15078.0,2010-03-08 13:04:00,United Kingdom,10.0,1,1
500498,17672.0,2010-03-08 13:17:00,United Kingdom,1334.27,557,52
500500,14173.0,2010-03-08 13:24:00,United Kingdom,111.56,36,3
500501,18219.0,2010-03-08 13:24:00,United Kingdom,210.0,107,8
500502,17025.0,2010-03-08 13:37:00,United Kingdom,848.7,498,22
500503,15916.0,2010-03-08 13:38:00,United Kingdom,332.83,181,40
500504,16537.0,2010-03-08 13:41:00,United Kingdom,23.35,59,3
500505,13001.0,2010-03-08 13:44:00,United Kingdom,445.44,150,15
500506,14562.0,2010-03-08 13:48:00,United Kingdom,339.18,156,45
500508,12932.0,2010-03-08 13:52:00,United Kingdom,111.3,72,9
500509,16400.0,2010-03-08 14:04:00,United Kingdom,229.53,167,11
500510,17488.0,2010-03-08 14:07:00,United Kingdom,336.5,136,18
500511,16681.0,2010-03-08 14:10:00,United Kingdom,151.5,85,5
500523,16287.0,2010-03-08 14:15:00,United Kingdom,137.70000000000002,132,7
500533,13473.0,2010-03-08 14:23:00,United Kingdom,484.4,136,6
500535,12472.0,2010-03-08 14:27:00,Germany,397.07,253,23
500536,17961.0,2010-03-08 14:27:00,United Kingdom,2.55,1,1
500537,13454.0,2010-03-08 14:40:00,United Kingdom,219.87,198,23
500538,16275.0,2010-03-08 14:41:00,United Kingdom,695.84,392,33
500539,16568.0,2010-03-08 14:51:00,United Kingdom,477.29999999999995,54,2
500540,13911.0,2010-03-08 15:15:00,United Kingdom,106.26,150,7
500541,18245.0,2010-03-08 15:26:00,United Kingdom,310.77000000000004,330,28
500564,17002.0,2010-03-08 15:46:00,United Kingdom,85.19999999999999,48,3
500566,17002.0,2010-03-08 15:48:00,United Kingdom,131.16,76,5
500567,13694.0,2010-03-08 15:49:00,United Kingdom,1509.6,1058,21
500568,13831.0,2010-03-08 15:50:00,United Kingdom,278.8,100,2
500574,17663.0,2010-03-08 16:30:00,United Kingdom,693.26,302,38
500576,17438.0,2010-03-08 16:53:00,United Kingdom,263.73,47,13
500577,17222.0,2010-03-08 17:27:00,United Kingdom,166.48000000000002,62,13
500578,15250.0,2010-03-09 07:35:00,United Kingdom,60.0,48,3
500579,13641.0,2010-03-09 07:37:00,United Kingdom,234.61,209,9
500580,13643.0,2010-03-09 09:15:00,United Kingdom,143.45,41,7
500581,16182.0,2010-03-09 09:34:00,United Kingdom,495.0,300,3
500582,12490.0,2010-03-09 09:46:00,France,400.2,228,22
500583,13178.0,2010-03-09 09:49:00,United Kingdom,858.08,546,53
500584,12648.0,2010-03-09 09:55:00,Germany,106.05,65,7
500585,15637.0,2010-03-09 10:02:00,United Kingdom,124.10000000000001,56,9
500587,17138.0,2010-03-09 10:18:00,United Kingdom,766.94,230,40
500588,15591.0,2010-03-09 10:21:00,United Kingdom,61.2,24,1
500589,16027.0,2010-03-09 10:25:00,United Kingdom,79.2,144,1
500590,13013.0,2010-03-09 10:26:00,United Kingdom,212.0,200,1
500611,17266.0,2010-03-09 10:42:00,United Kingdom,114.73,38,26
500615,17157.0,2010-03-09 10:45:00,United Kingdom,166.86,54,4
500616,15437.0,2010-03-09 10:45:00,United Kingdom,193.29000000000002,98,12
500638,13854.0,2010-03-09 10:53:00,United Kingdom,312.39,109,5
500639,12495.0,2010-03-09 10:53:00,Sweden,357.4,130,17
500652,15921.0,2010-03-09 11:03:00,United Kingdom,100.18,44,13
500653,12682.0,2010-03-09 11:10:00,France,689.45,253,23
500654,12668.0,2010-03-09 11:10:00,Germany,145.0,1,1
500655,16525.0,2010-03-09 11:13:00,United Kingdom,1691.16,1116,11
500656,18039.0,2010-03-09 11:19:00,United Kingdom,120.97,190,35
500658,12748.0,2010-03-09 11:22:00,United Kingdom,38.86,54,16
500659,16558.0,2010-03-09 11:23:00,United Kingdom,400.61,319,24
500661,17961.0,2010-03-09 11:50:00,United Kingdom,16.0,5,5
500662,15838.0,2010-03-09 11:57:00,United Kingdom,769.56,444,4
500663,17700.0,2010-03-09 12:10:00,United Kingdom,534.6,215,23
500664,17841.0,2010-03-09 12:12:00,United Kingdom,215.38,117,43
500672,14527.0,2010-03-09 12:23:00,United Kingdom,221.98,51,21
500673,13874.0,2010-03-09 12:25:00,United Kingdom,285.68,144,9
500685,17907.0,2010-03-09 12:33:00,United Kingdom,291.76,1046,13
500696,16208.0,2010-03-09 12:53:00,United Kingdom,273.6,50,9
500699,16210.0,2010-03-09 13:07:00,United Kingdom,745.9399999999999,286,9
500701,16791.0,2010-03-09 13:26:00,United Kingdom,178.35999999999999,70,20
500702,16210.0,2010-03-09 13:29:00,United Kingdom,343.5,42,4
500703,14147.0,2010-03-09 13:43:00,United Kingdom,248.2,171,6
500706,16701.0,2010-03-09 13:48:00,United Kingdom,299.40999999999997,439,8
500711,13627.0,2010-03-09 14:03:00,United Kingdom,304.4,134,16
500712,13089.0,2010-03-09 14:14:00,United Kingdom,1119.48,486,41
500713,17213.0,2010-03-09 14:16:00,United Kingdom,283.47,157,18
500715,16854.0,2010-03-09 14:32:00,United Kingdom,1290.81,970,70
500716,13283.0,2010-03-09 14:36:00,United Kingdom,127.80000000000001,32,4
500718,15722.0,2010-03-09 15:05:00,United Kingdom,475.35,159,28
500719,16707.0,2010-03-09 15:16:00,United Kingdom,168.29,133,23
500720,12747.0,2010-03-09 15:16:00,United Kingdom,210.89000000000001,70,19
500721,17059.0,2010-03-09 15:22:00,United Kingdom,505.73,433,62
500728,16756.0,2010-03-09 15:56:00,United Kingdom,273.54,238,19
500730,15078.0,2010-03-09 16:02:00,United Kingdom,551.2,258,24
500734,12542.0,2010-03-09 16:26:00,Spain,364.79,353,25
500736,13089.0,2010-03-09 16:32:00,United Kingdom,107.75999999999999,168,4
500737,13491.0,2010-03-09 16:32:00,United Kingdom,401.31,149,23
500739,13413.0,2010-03-09 16:40:00,United Kingdom,76.32000000000001,72,1
500741,15856.0,2010-03-09 17:12:00,United Kingdom,1108.85,595,29
500744,13078.0,2010-03-10 08:31:00,United Kingdom,602.76,166,15
500745,13426.0,2010-03-10 09:16:00,United Kingdom,452.96,274,22
500746,13319.0,2010-03-10 09:17:00,United Kingdom,352.14,125,14
500747,14676.0,2010-03-10 09:30:00,United Kingdom,655.92,696,15
500749,13316.0,2010-03-10 10:01:00,United Kingdom,2017.3600000000001,3768,17
500751,13081.0,2010-03-10 10:25:00,United Kingdom,3176.34,2239,147
500754,12638.0,2010-03-10 10:30:00,Sweden,249.8,86,9
500773,16946.0,2010-03-10 10:42:00,United Kingdom,17.700000000000003,6,1
500778,15309.0,2010-03-10 10:48:00,United Kingdom,17.0,2,1
500781,14286.0,2010-03-10 10:50:00,United Kingdom,649.22,720,38
500782,13941.0,2010-03-10 10:50:00,United Kingdom,572.91,289,7
500784,14286.0,2010-03-10 10:51:00,United Kingdom,353.28000000000003,578,20
500788,17044.0,2010-03-10 10:53:00,United Kingdom,665.38,162,15
500794,14828.0,2010-03-10 10:54:00,United Kingdom,321.48,376,4
500828,13783.0,2010-03-10 11:21:00,United Kingdom,496.55999999999995,1016,4
500829,17377.0,2010-03-10 11:28:00,United Kingdom,126.5,34,9
500830,17377.0,2010-03-10 11:31:00,United Kingdom,84.2,26,13
500832,17377.0,2010-03-10 11:35:00,United Kingdom,1.65,1,1
500834,13484.0,2010-03-10 11:46:00,United Kingdom,165.78,112,11
500836,16846.0,2010-03-10 12:03:00,United Kingdom,355.86,126,21
500837,14590.0,2010-03-10 12:04:00,United Kingdom,113.53,35,5
500838,15898.0,2010-03-10 12:04:00,United Kingdom,249.21,69,34
500839,13798.0,2010-03-10 12:05:00,United Kingdom,386.0,366,3
500840,13413.0,2010-03-10 12:10:00,United Kingdom,70.89,59,8
500843,17348.0,2010-03-10 12:13:00,United Kingdom,417.46,503,60
500844,13413.0,2010-03-10 12:16:00,United Kingdom,47.75,29,13
500845,13413.0,2010-03-10 12:17:00,United Kingdom,41.75,18,13
500853,13566.0,2010-03-10 12:22:00,United Kingdom,291.12,223,64
500857,15911.0,2010-03-10 12:23:00,United Kingdom,215.46,96,34
500860,17880.0,2010-03-10 12:39:00,United Kingdom,194.4,80,12
500861,14680.0,2010-03-10 12:45:00,United Kingdom,992.5,496,37
500862,13408.0,2010-03-10 12:50:00,United Kingdom,227.7,217,6
500863,13408.0,2010-03-10 12:51:00,United Kingdom,720.72,312,6
500864,14924.0,2010-03-10 12:51:00,United Kingdom,310.14,114,9
500866,16700.0,2010-03-10 13:01:00,United Kingdom,260.4,201,15
500867,14680.0,2010-03-10 13:01:00,United Kingdom,50.4,120,1
500868,14156.0,2010-03-10 13:08:00,EIRE,551.95,223,35
500869,17220.0,2010-03-10 13:21:00,United Kingdom,137.75,102,28
500871,17220.0,2010-03-10 13:26:00,United Kingdom,152.09,125,24
500872,13668.0,2010-03-10 13:34:00,United Kingdom,441.65,91,24
500873,17029.0,2010-03-10 13:34:00,United Kingdom,330.0,200,1
500874,16719.0,2010-03-10 13:43:00,United Kingdom,282.6,145,32
500875,14403.0,2010-03-10 14:00:00,United Kingdom,176.4,152,2
500876,15218.0,2010-03-10 14:02:00,United Kingdom,474.55,279,7
500878,16258.0,2010-03-10 14:19:00,United Kingdom,754.95,307,26
500879,15093.0,2010-03-10 14:24:00,United Kingdom,612.7,454,23
500880,15544.0,2010-03-10 14:49:00,United Kingdom,359.83,269,26
500881,13305.0,2010-03-10 14:49:00,United Kingdom,413.68,295,48
500882,12471.0,2010-03-10 14:50:00,Germany,109.6,40,7
500883,12471.0,2010-03-10 14:52:00,Germany,274.9,133,16
500884,12483.0,2010-03-10 15:03:00,Sweden,406.6,163,9
500885,15633.0,2010-03-10 15:22:00,United Kingdom,395.7,123,13
500886,15558.0,2010-03-10 15:25:00,United Kingdom,202.68,73,23
500889,16611.0,2010-03-10 16:07:00,United Kingdom,287.04,198,18
500890,17338.0,2010-03-10 16:09:00,United Kingdom,267.21000000000004,86,18
500896,15291.0,2010-03-10 16:50:00,United Kingdom,349.68,104,20
500899,12976.0,2010-03-11 09:26:00,United Kingdom,306.6,325,16
500900,14060.0,2010-03-11 09:47:00,United Kingdom,167.75,125,6
500901,13093.0,2010-03-11 10:05:00,United Kingdom,365.7,70,4
500902,13093.0,2010-03-11 10:07:00,United Kingdom,715.42,351,21
500903,18251.0,2010-03-11 10:13:00,United Kingdom,2655.96,2772,9
500904,12954.0,2010-03-11 10:16:00,United Kingdom,162.45,83,10
500917,13599.0,2010-03-11 10:26:00,United Kingdom,451.68,184,11
500919,15311.0,2010-03-11 10:48:00,United Kingdom,353.71999999999997,1244,14
500920,13468.0,2010-03-11 10:50:00,United Kingdom,105.08,36,6
500921,13659.0,2010-03-11 10:52:00,United Kingdom,611.84,350,35
500922,16161.0,2010-03-11 10:56:00,United Kingdom,37.75,25,3
500933,14606.0,2010-03-11 11:45:00,United Kingdom,209.99,93,52
500940,14527.0,2010-03-11 11:51:00,United Kingdom,219.46,74,22
500941,13823.0,2010-03-11 11:54:00,United Kingdom,306.26,46,16
500943,17409.0,2010-03-11 12:04:00,United Kingdom,760.3800000000001,534,10
500963,15696.0,2010-03-11 12:17:00,United Kingdom,304.05,69,12
500964,16387.0,2010-03-11 12:22:00,United Kingdom,140.19,65,7
500968,14942.0,2010-03-11 12:31:00,United Kingdom,119.75999999999999,68,2
500970,12931.0,2010-03-11 12:55:00,United Kingdom,203.7,90,3
500971,12931.0,2010-03-11 12:55:00,United Kingdom,588.0,144,2
500973,13418.0,2010-03-11 13:13:00,United Kingdom,546.78,361,19
500979,14172.0,2010-03-11 13:16:00,United Kingdom,11.9,2,1
500986,17076.0,2010-03-11 13:19:00,United Kingdom,124.07,59,9
500995,12924.0,2010-03-11 13:21:00,United Kingdom,138.89000000000001,158,6
500996,14422.0,2010-03-11 13:30:00,United Kingdom,257.55,153,14
500997,15955.0,2010-03-11 13:34:00,United Kingdom,335.9,218,11
500998,12957.0,2010-03-11 13:43:00,United Kingdom,1609.01,693,93
500999,16933.0,2010-03-11 13:46:00,United Kingdom,506.16,333,57
501000,17757.0,2010-03-11 13:46:00,United Kingdom,120.4,44,11
501001,14878.0,2010-03-11 13:52:00,United Kingdom,129.33,45,15
501002,14878.0,2010-03-11 14:03:00,United Kingdom,24.5,6,3
501004,17841.0,2010-03-11 14:15:00,United Kingdom,366.69000000000005,94,27
501005,17448.0,2010-03-11 14:23:00,United Kingdom,296.34,234,21
501006,14646.0,2010-03-11 14:33:00,Netherlands,3425.26,2158,24
501007,16126.0,2010-03-11 14:51:00,United Kingdom,863.25,343,65
501008,17448.0,2010-03-11 15:26:00,United Kingdom,281.89,242,21
501009,17448.0,2010-03-11 15:27:00,United Kingdom,316.77,135,22
501010,13715.0,2010-03-11 15:33:00,United Kingdom,828.6800000000001,349,117
501011,15768.0,2010-03-11 15:36:00,United Kingdom,477.74,92,32
501028,15311.0,2010-03-11 17:05:00,United Kingdom,246.1,56,10
501029,16011.0,2010-03-11 17:21:00,United Kingdom,122.7,58,8
501030,17448.0,2010-03-11 17:37:00,United Kingdom,371.72,300,29
501031,16718.0,2010-03-11 17:41:00,United Kingdom,574.11,375,34
501033,16918.0,2010-03-11 18:18:00,United Kingdom,210.5,150,24
501034,14209.0,2010-03-11 18:46:00,United Kingdom,335.40000000000003,124,15
501035,14713.0,2010-03-11 19:24:00,United Kingdom,229.70999999999998,176,36
501037,14322.0,2010-03-12 09:15:00,United Kingdom,35.400000000000006,12,1
501038,17448.0,2010-03-12 09:21:00,United Kingdom,384.46,216,30
501039,13162.0,2010-03-12 09:26:00,United Kingdom,1019.3100000000001,385,18
501042,12523.0,2010-03-12 09:57:00,France,235.3,112,13
501043,14911.0,2010-03-12 10:09:00,EIRE,917.5600000000001,442,36
501044,14484.0,2010-03-12 10:30:00,United Kingdom,93.23,39,4
501045,14745.0,2010-03-12 10:33:00,United Kingdom,415.3,252,23
501046,14646.0,2010-03-12 10:36:00,Netherlands,612.0,144,1
501047,14646.0,2010-03-12 10:37:00,Netherlands,1780.9,662,8
501048,15221.0,2010-03-12 10:40:00,United Kingdom,323.35,45,7
501049,14646.0,2010-03-12 10:41:00,Netherlands,5089.72,3608,23
501079,15008.0,2010-03-12 11:13:00,United Kingdom,120.0,300,6
501082,17065.0,2010-03-12 11:40:00,United Kingdom,97.35,41,6
501083,17065.0,2010-03-12 11:41:00,United Kingdom,97.35,41,6
501084,13462.0,2010-03-12 11:44:00,United Kingdom,148.94,66,9
501085,17289.0,2010-03-12 11:48:00,United Kingdom,302.0,190,28
501086,17228.0,2010-03-12 11:54:00,United Kingdom,128.06,162,16
501093,17588.0,2010-03-12 12:34:00,United Kingdom,402.5,230,11
501098,16347.0,2010-03-12 12:41:00,United Kingdom,221.74,102,24
501101,13795.0,2010-03-12 12:44:00,United Kingdom,222.5,314,9
501102,15874.0,2010-03-12 13:06:00,United Kingdom,615.61,378,38
501103,14824.0,2010-03-12 13:07:00,United Kingdom,795.5,400,47
501104,15874.0,2010-03-12 13:08:00,United Kingdom,146.4,60,5
501114,12692.0,2010-03-12 14:02:00,France,110.95,36,13
501117,17448.0,2010-03-12 14:31:00,United Kingdom,322.53000000000003,309,26
501118,15941.0,2010-03-12 14:45:00,United Kingdom,405.0,60,6
501119,12435.0,2010-03-12 14:50:00,Denmark,728.88,328,15
501121,15428.0,2010-03-12 15:13:00,United Kingdom,197.28,52,10
501123,15808.0,2010-03-12 15:17:00,United Kingdom,604.74,287,36
501124,13824.0,2010-03-12 15:17:00,United Kingdom,96.96000000000001,48,2
501126,13724.0,2010-03-12 15:28:00,United Kingdom,213.01,130,39
501127,18178.0,2010-03-12 15:47:00,United Kingdom,638.75,405,36
501128,13573.0,2010-03-12 16:06:00,United Kingdom,81.85,42,8
501129,17754.0,2010-03-12 16:18:00,United Kingdom,531.87,363,49
501132,14031.0,2010-03-12 17:07:00,United Kingdom,986.75,325,22
501133,17920.0,2010-03-14 10:10:00,United Kingdom,807.22,334,29
501134,13571.0,2010-03-14 10:33:00,United Kingdom,250.4,86,25
501135,16586.0,2010-03-14 11:24:00,United Kingdom,328.05,67,6
501136,15994.0,2010-03-14 11:55:00,United Kingdom,390.46000000000004,178,34
501137,13802.0,2010-03-14 12:01:00,United Kingdom,324.8,72,11
501138,14532.0,2010-03-14 12:05:00,United Kingdom,412.16,207,68
501140,16911.0,2010-03-14 12:18:00,United Kingdom,115.9,63,19
501141,16255.0,2010-03-14 12:18:00,United Kingdom,315.99,222,38
501142,17332.0,2010-03-14 12:24:00,United Kingdom,116.85,76,21
501143,13183.0,2010-03-14 12:32:00,United Kingdom,493.44000000000005,302,12
501144,14161.0,2010-03-14 12:37:00,United Kingdom,428.57,215,47
501145,18149.0,2010-03-14 12:41:00,United Kingdom,361.34000000000003,164,31
501146,13634.0,2010-03-14 13:08:00,United Kingdom,250.82000000000002,96,21
501147,17905.0,2010-03-14 13:28:00,United Kingdom,167.73,174,22
501148,14646.0,2010-03-14 13:40:00,Netherlands,1968.98,1424,29
501149,13211.0,2010-03-14 13:43:00,United Kingdom,180.4,182,37
501150,13211.0,2010-03-14 13:46:00,United Kingdom,116.86,102,5
501151,13688.0,2010-03-14 14:11:00,United Kingdom,375.5,130,5
501152,18231.0,2010-03-14 14:21:00,United Kingdom,311.7,158,6
501153,15665.0,2010-03-14 15:07:00,United Kingdom,591.43,386,62
501154,17849.0,2010-03-14 15:17:00,United Kingdom,111.18,18,10
501155,17849.0,2010-03-14 15:19:00,United Kingdom,79.9,2,1
501156,12748.0,2010-03-14 16:09:00,United Kingdom,39.29,13,10
501157,16686.0,2010-03-14 16:18:00,United Kingdom,408.93,256,85
501158,17809.0,2010-03-15 08:48:00,United Kingdom,717.23,133,7
501159,13382.0,2010-03-15 09:11:00,United Kingdom,221.0,176,14
501160,12703.0,2010-03-15 09:20:00,Germany,92.0,51,7
501166,13481.0,2010-03-15 09:46:00,United Kingdom,427.98,169,26
501167,17448.0,2010-03-15 09:46:00,United Kingdom,267.98,176,20
501168,13883.0,2010-03-15 10:03:00,United Kingdom,321.6,156,16
501172,12755.0,2010-03-15 10:47:00,Japan,110.4,48,4
501175,13946.0,2010-03-15 11:00:00,United Kingdom,480.75,1049,5
501176,14857.0,2010-03-15 11:00:00,United Kingdom,830.871,544,56
501177,14857.0,2010-03-15 11:04:00,United Kingdom,12.6,6,1
501178,14646.0,2010-03-15 11:17:00,Netherlands,165.0,100,1
501181,14645.0,2010-03-15 11:33:00,United Kingdom,279.8,206,18
501182,16186.0,2010-03-15 11:39:00,United Kingdom,484.65,507,37
501186,14527.0,2010-03-15 12:07:00,United Kingdom,332.05,60,29
501201,14911.0,2010-03-15 12:14:00,EIRE,718.6800000000001,608,22
501251,17949.0,2010-03-15 12:44:00,United Kingdom,216.0,300,1
501256,17949.0,2010-03-15 12:45:00,United Kingdom,879.6,498,2
501257,17949.0,2010-03-15 12:46:00,United Kingdom,972.0,432,1
501261,17949.0,2010-03-15 12:47:00,United Kingdom,153.0,450,1
501263,17949.0,2010-03-15 12:48:00,United Kingdom,126.48,372,1
501264,14315.0,2010-03-15 12:49:00,United Kingdom,365.43,165,21
501265,17949.0,2010-03-15 12:49:00,United Kingdom,178.20000000000002,36,1
501266,16754.0,2010-03-15 12:52:00,United Kingdom,362.88,2016,1
501267,17085.0,2010-03-15 12:54:00,United Kingdom,391.15000000000003,137,34
501268,15251.0,2010-03-15 13:06:00,United Kingdom,607.35,289,10
501272,13543.0,2010-03-15 13:34:00,United Kingdom,851.16,186,25
501273,15117.0,2010-03-15 13:39:00,United Kingdom,274.09,303,19
501274,15117.0,2010-03-15 13:40:00,United Kingdom,85.6,102,7
501275,14667.0,2010-03-15 13:45:00,United Kingdom,227.14,142,15
501276,18135.0,2010-03-15 13:55:00,United Kingdom,190.9,52,6
501277,18051.0,2010-03-15 13:58:00,United Kingdom,306.98,177,12
501278,17180.0,2010-03-15 14:01:00,United Kingdom,187.49,130,45
501279,13530.0,2010-03-15 14:10:00,United Kingdom,402.98,272,18
501280,17841.0,2010-03-15 14:13:00,United Kingdom,228.57,103,40
501281,14911.0,2010-03-15 14:15:00,EIRE,819.24,254,49
501282,14534.0,2010-03-15 14:16:00,United Kingdom,371.7,232,23
501284,12714.0,2010-03-15 14:19:00,France,1182.3500000000001,657,50
501291,14343.0,2010-03-15 15:33:00,United Kingdom,469.24,277,101
501295,18251.0,2010-03-15 15:58:00,United Kingdom,169.65,87,1
501296,16242.0,2010-03-15 16:02:00,United Kingdom,516.38,177,62
501297,14606.0,2010-03-15 16:05:00,United Kingdom,115.16,39,30
501298,17218.0,2010-03-15 16:13:00,United Kingdom,180.85,57,25
501299,18008.0,2010-03-15 16:19:00,United Kingdom,112.9,46,15
501300,14062.0,2010-03-15 16:35:00,United Kingdom,1873.6200000000001,620,32
501301,13786.0,2010-03-15 16:36:00,United Kingdom,661.04,304,13
501302,17848.0,2010-03-15 17:01:00,United Kingdom,230.54,152,8
501303,14195.0,2010-03-15 17:12:00,United Kingdom,807.2,560,5
501304,17231.0,2010-03-15 17:14:00,United Kingdom,258.32,102,40
501305,13600.0,2010-03-15 17:16:00,United Kingdom,298.9,275,22
501308,15227.0,2010-03-16 08:23:00,United Kingdom,334.08000000000004,116,18
501316,14669.0,2010-03-16 09:39:00,United Kingdom,508.01,293,34
501318,13777.0,2010-03-16 09:42:00,United Kingdom,329.5,149,11
501320,15123.0,2010-03-16 09:49:00,United Kingdom,456.65999999999997,342,24
501333,12366.0,2010-03-16 10:28:00,Cyprus,500.24,296,3
501335,15719.0,2010-03-16 10:29:00,United Kingdom,3.3,2,1
501345,15946.0,2010-03-16 10:49:00,United Kingdom,1155.02,570,11
501347,14873.0,2010-03-16 10:51:00,United Kingdom,334.45,143,21
501369,17243.0,2010-03-16 10:58:00,United Kingdom,269.93,67,16
501385,17238.0,2010-03-16 11:08:00,United Kingdom,351.06,147,49
501386,16779.0,2010-03-16 11:14:00,United Kingdom,985.44,551,40
501387,17241.0,2010-03-16 11:16:00,United Kingdom,228.1,108,18
501403,12483.0,2010-03-16 11:29:00,Sweden,46.8,24,2
501420,16467.0,2010-03-16 11:46:00,United Kingdom,83.52,288,1
501422,14146.0,2010-03-16 11:53:00,United Kingdom,152.55,69,7
501423,14146.0,2010-03-16 11:54:00,United Kingdom,146.95,91,8
501425,17774.0,2010-03-16 12:00:00,United Kingdom,256.48,130,41
501426,13983.0,2010-03-16 12:13:00,United Kingdom,424.74,272,32
501427,14467.0,2010-03-16 12:34:00,United Kingdom,140.35,114,31
501430,17679.0,2010-03-16 12:53:00,United Kingdom,389.4,332,21
501431,14604.0,2010-03-16 13:00:00,United Kingdom,143.85999999999999,88,20
501432,18063.0,2010-03-16 13:05:00,United Kingdom,102.0,24,1
501434,14496.0,2010-03-16 13:15:00,United Kingdom,754.26,360,38
501437,12703.0,2010-03-16 13:22:00,Germany,73.45,38,6
501438,12701.0,2010-03-16 13:23:00,Germany,547.32,363,35
501439,17268.0,2010-03-16 13:25:00,United Kingdom,112.8,56,4
501440,15311.0,2010-03-16 13:28:00,United Kingdom,1441.32,878,55
501442,12835.0,2010-03-16 13:47:00,United Kingdom,508.0,147,29
501443,15005.0,2010-03-16 14:01:00,United Kingdom,165.63,77,34
501444,17716.0,2010-03-16 14:08:00,United Kingdom,1842.88,1040,59
501445,17478.0,2010-03-16 14:19:00,United Kingdom,706.2,236,26
501446,16150.0,2010-03-16 14:24:00,United Kingdom,344.78000000000003,156,18
501447,14872.0,2010-03-16 14:41:00,United Kingdom,303.98,228,20
501449,14210.0,2010-03-16 15:02:00,United Kingdom,454.73,123,21
501461,15885.0,2010-03-16 15:18:00,United Kingdom,115.03,65,13
501463,12500.0,2010-03-16 15:19:00,Germany,123.60000000000001,41,6
501464,12931.0,2010-03-16 15:52:00,United Kingdom,205.56,72,2
501469,14399.0,2010-03-16 16:01:00,United Kingdom,224.1,72,14
501470,17596.0,2010-03-16 16:18:00,United Kingdom,224.22,296,46
501471,15312.0,2010-03-16 16:22:00,United Kingdom,305.41,179,13
501472,14465.0,2010-03-16 16:24:00,United Kingdom,271.32,252,9
501473,17511.0,2010-03-16 16:31:00,United Kingdom,4607.3,3086,55
501474,17568.0,2010-03-16 16:45:00,United Kingdom,374.45,275,61
501476,15990.0,2010-03-17 08:59:00,United Kingdom,266.73,172,18
501477,17479.0,2010-03-17 09:26:00,United Kingdom,389.26000000000005,266,18
501478,16945.0,2010-03-17 09:42:00,United Kingdom,278.45,126,17
501479,16945.0,2010-03-17 09:43:00,United Kingdom,300.6,161,14
501480,13027.0,2010-03-17 10:10:00,United Kingdom,864.0,2160,6
501482,13935.0,2010-03-17 10:16:00,United Kingdom,422.09000000000003,83,6
501483,16652.0,2010-03-17 10:22:00,United Kingdom,1448.64,656,24
501484,14911.0,2010-03-17 10:33:00,EIRE,331.32,211,19
501485,16331.0,2010-03-17 10:34:00,United Kingdom,975.0,420,5
501505,17448.0,2010-03-17 10:51:00,United Kingdom,304.09000000000003,207,21
501507,14662.0,2010-03-17 11:21:00,United Kingdom,107.55,57,27
501508,17448.0,2010-03-17 11:33:00,United Kingdom,431.39,273,33
501509,16891.0,2010-03-17 11:37:00,United Kingdom,155.64000000000001,40,30
501515,15867.0,2010-03-17 11:53:00,United Kingdom,298.44,134,32
501523,13612.0,2010-03-17 12:14:00,United Kingdom,818.29,444,50
501524,17690.0,2010-03-17 12:17:00,United Kingdom,470.72,433,25
501525,16553.0,2010-03-17 12:19:00,United Kingdom,427.2,1248,3
